Q1,Q2,Q3,Q4,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5,Q5_T,Q6,Q6_T,Q7,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_T,Q8_1,Q8_2,Q9,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_T,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_T,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q21,Q22,Q22_T,Q23,Q24,Q24_T,Q25,Q26,Q27
1,1,5,6,0,0,0,0,0,1,0,0,2,,6,,"1,7",1,0,0,0,0,0,1,0,0,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,,4,4,2,2,4,1,4,4,5,1,1,1,1,1,4,1,3,2,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,53128,1,,1,8,,4,5,2
1,1,3,6,0,0,0,0,0,1,0,0,1,,2,,10,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,"1,2,3,4,5,8,9,10",1,1,1,1,1,0,0,1,1,1,0,0,,3,3,3,3,4,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,1,1,2,4,4,1,1,1,1,,4,3,3,3,4,1,5,5,5,5,3,1,1,1,1,1,4,3,1,100,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,5,4,3,3,3,3,3,3,4,3,4,30017,1,,1,13,Real estate,3,3,3
1,1,6,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,2,2,2,2,3,1,,2,1,1,2,1,4,4,4,5,3,3,2,2,2,2,2,2,3,2,73,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,76013,4,,2,12,,2,1,2
1,1,6,6,0,0,0,0,0,1,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,7,"2,9",0,1,0,0,0,0,0,0,1,0,0,0,,1,4,2,3,2,1,2,4,4,2,2,4,4,3,2,2,2,4,5,4,5,2,4,3,4,2,2,2,1,3,3,School,2,1,1,4,3,3,4,3,4,2,3,3,1,2,2,1,2,3,1,46,1,1,2,1,2,2,1,1,2,2,1,1,2,3,2,2,2,2,2,3,2,2,2,3,3,3,76040,1,,1,13,Retired,4,3,2
1,1,4,6,0,0,0,0,0,1,0,0,1,,6,,9,0,0,0,0,0,0,0,0,1,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,4,4,5,4,1,5,5,5,5,4,4,4,5,5,4,4,4,3,5,5,5,5,5,4,3,3,5,4,2,1,,2,4,3,2,4,5,5,5,5,4,4,4,3,3,5,1,5,3,1,18,1,1,1,4,4,5,4,4,2,5,2,5,1,3,4,4,4,4,3,3,4,2,2,4,4,2,34604,1,,1,6,,3,4,2
1,1,4,6,0,0,0,0,0,1,0,0,5,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,6,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,4,1,3,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,,4,2,2,2,2,5,5,5,5,5,5,1,1,1,2,1,1,3,2,53,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,17572,5,,2,12,,1,1,5
1,1,4,6,0,0,0,0,0,1,0,0,1,,6,,"7,9",0,0,0,0,0,0,1,0,1,0,0,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,2,2,1,2,3,2,2,4,5,5,5,4,4,5,5,5,4,3,1,1,1,1,1,3,1,2,2,1,,4,2,2,3,2,4,4,4,5,3,3,3,3,4,4,2,2,2,2,65,2,2,1,1,1,1,1,2,3,2,2,1,2,3,2,3,3,3,3,3,2,1,2,2,2,3,77304,1,,1,13,Construction,3,3,4
1,1,2,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,4,5,3,4,4,3,3,3,4,5,4,5,3,4,3,3,3,3,4,5,4,3,5,5,5,3,5,3,4,5,4,Community,4,3,2,4,3,5,5,5,5,4,3,5,5,5,5,3,4,2,1,81,5,4,3,5,5,4,3,4,3,4,5,4,4,4,3,2,3,3,4,4,3,2,3,3,4,4,54720,1,,1,10,,4,4,4
1,3,2,3,0,0,1,0,0,0,0,0,3,,1,,3,0,0,1,0,0,0,0,0,0,0,0,0,,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,4,3,2,4,2,3,4,3,2,3,1,3,2,1,2,1,4,3,3,1,3,2,2,2,4,5,1,3,3,4,1,,1,4,3,2,3,3,5,5,1,4,3,1,2,1,1,1,5,2,1,42,2,2,1,2,2,4,3,2,1,3,3,3,5,2,2,2,2,1,2,3,1,2,2,2,1,1,44260,2,,1,4,,4,3,3
1,1,6,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,1,2,2,3,2,2,1,1,1,1,1,2,2,1,1,1,1,3,3,3,2,1,1,1,1,2,4,1,,2,1,1,2,1,3,3,4,5,1,2,2,2,2,5,2,2,3,2,33,2,1,2,1,1,1,1,1,2,1,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,1,94596,1,,1,13,Retired,4,4,2
1,1,6,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4,1,1,1,4,3,3,4,5,1,1,3,3,3,4,3,3,2,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,60410,1,,1,2,,4,4,2
1,1,6,6,0,0,0,0,0,1,0,0,1,,2,,"1,9",1,0,0,0,0,0,0,0,1,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,1,1,1,1,1,1,1,2,2,3,1,1,1,2,2,1,2,4,3,4,3,2,2,4,3,3,4,1,,4,2,1,2,1,3,3,4,5,3,4,1,3,3,4,3,4,3,1,52,2,1,1,2,2,3,2,2,2,1,3,2,2,1,2,2,1,1,1,1,1,2,2,2,3,3,64501,1,,1,13,Retail,5,2,2
1,1,2,6,0,0,0,0,0,1,0,0,1,,2,,"1,3,4,7",1,0,1,1,0,0,1,0,0,0,0,0,,1,6,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,3,2,2,3,3,3,3,3,3,4,4,5,5,4,5,5,5,4,5,4,3,3,3,2,2,4,3,4,3,3,Message,4,3,2,3,3,4,4,5,5,4,4,2,2,3,3,1,1,3,2,58,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,35120,1,,1,14,,2,2,3
1,1,4,6,0,0,0,0,0,1,0,0,5,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,,4,2,2,1,1,5,5,5,5,2,3,1,2,2,2,2,4,2,1,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43560,1,,1,13,Construction,2,3,1
1,1,3,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,,4,4,4,4,4,3,3,3,5,1,4,4,4,4,5,1,5,1,2,33,5,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,94203,1,,1,10,,4,5,4
1,1,3,6,0,0,0,0,0,1,0,0,3,,6,,"1,4,9",1,0,0,1,0,0,0,0,1,0,0,0,,3,9,"2,4,7,9",0,1,0,1,0,0,1,0,1,0,0,0,,5,4,4,5,5,5,4,5,5,5,4,4,5,4,4,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,4,,4,4,4,4,3,5,5,5,5,5,5,4,5,5,5,5,5,1,4,79,5,4,5,5,5,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,3,4,28211,1,,1,10,,4,5,4
1,1,3,6,0,0,0,0,0,1,0,0,1,,1,,"7,10",0,0,0,0,0,0,1,0,0,1,0,0,,3,9,"6,10",0,0,0,0,0,1,0,0,0,1,0,0,,3,4,4,4,3,5,3,3,3,3,4,4,4,3,3,5,3,3,4,3,4,4,4,4,5,3,4,3,4,4,1,,3,2,2,3,3,5,5,5,5,4,4,3,3,3,3,3,4,1,3,71,5,4,4,4,3,3,3,4,3,4,4,3,4,2,2,2,2,3,3,2,2,2,2,2,2,2,11693,1,,1,13,Construction,4,5,4
1,1,3,6,0,0,0,0,0,1,0,0,1,,1,,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,0,0,0,,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,,3,3,3,3,2,1,2,2,3,2,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,4,1,1,1,1,,3,2,2,4,3,5,5,5,5,5,3,2,2,2,2,2,2,3,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,44663,1,,1,13,Construction,2,4,3
1,1,6,6,0,0,0,0,0,1,0,0,1,,1,,7,0,0,0,0,0,0,1,0,0,0,0,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,3,1,1,4,3,4,3,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,3,3,5,5,3,1,3,2,2,2,1,1,2,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,73105,1,,1,2,,6,2,2
1,1,3,6,0,0,0,0,0,1,0,0,1,,2,,"1,2,4,5,7,10",1,1,0,1,1,0,1,0,0,1,0,0,,1,4,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,1,1,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,3,4,4,1,,4,2,2,2,5,4,4,4,4,2,4,3,3,3,3,2,3,3,2,60,2,3,2,3,3,4,3,3,2,3,3,4,3,3,2,3,2,3,2,3,2,3,2,3,2,2,17870,2,,2,13,Government,5,3,2
1,1,6,6,0,0,0,0,0,1,0,0,2,,6,,9,0,0,0,0,0,0,0,0,1,0,0,0,,1,6,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,3,3,2,1,1,1,1,1,2,2,3,3,3,2,3,3,3,3,3,4,2,4,2,2,2,5,4,2,5,5,,2,2,2,2,2,4,4,4,5,4,4,2,3,3,2,3,3,2,2,47,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,77630,1,,1,6,,2,3,2
1,1,5,6,0,0,0,0,0,1,0,0,3,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,2,4,4,4,4,2,3,4,4,4,5,3,3,3,3,3,5,3,2,65,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,3,4,4,4,4,27025,1,,1,11,,3,2,2
1,2,3,3,0,0,1,0,0,0,0,0,2,,2,,"1,7",1,0,0,0,0,0,1,0,0,0,0,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,3,2,3,4,4,4,4,4,4,3,3,3,2,2,3,2,2,2,2,3,2,2,5,3,3,3,2,2,2,1,,4,3,2,2,2,3,3,5,5,3,3,3,3,3,3,3,3,2,2,10,2,2,1,1,2,1,2,2,2,2,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,3,27834,2,,2,2,,2,2,2
1,1,3,6,0,0,0,0,0,1,0,0,5,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,2,1,1,3,4,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,,4,2,2,2,2,2,2,3,4,2,3,3,3,3,4,3,3,3,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,2,2,2,2,1,2,2,2,2,60099,1,,2,12,,3,3,2
1,1,3,6,0,0,0,0,0,1,0,0,1,,2,,"1,4,10",1,0,0,1,0,0,0,0,0,1,0,0,,3,9,"2,4,8,9",0,1,0,1,0,0,0,1,1,0,0,0,,4,5,4,4,5,5,4,5,5,4,4,4,3,5,3,3,3,5,5,4,4,5,5,5,5,4,4,5,4,5,3,,3,3,3,3,3,4,5,4,5,4,5,3,5,4,5,5,4,1,3,72,4,4,5,5,5,4,4,5,3,4,4,4,5,3,3,4,4,4,3,3,3,3,4,4,3,4,46112,1,,1,4,,5,3,3
1,1,4,6,0,0,0,0,0,1,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,3,2,1,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,93635,1,,1,13,Retail,2,4,3
1,1,4,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,2,2,1,1,2,2,2,1,2,2,3,3,3,3,2,2,3,3,2,2,2,1,2,1,1,1,1,1,1,,4,1,1,4,1,4,4,4,4,1,2,3,3,3,3,3,3,2,1,30,2,2,2,2,2,2,2,1,1,1,1,1,1,3,2,2,2,3,1,1,1,2,2,2,1,1,48847,1,,1,13,Retail,4,1,2
1,1,6,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,1,1,1,2,3,3,2,1,2,2,2,1,1,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,,2,2,1,2,4,3,3,3,4,2,2,1,2,2,3,1,1,2,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02747,4,,1,12,,4,5,2
1,1,3,6,0,0,0,0,0,1,0,0,2,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,2,1,1,1,2,1,4,4,4,4,4,4,4,1,2,1,2,1,3,3,4,1,1,5,1,,4,2,2,4,1,2,4,4,4,1,1,2,2,2,2,1,1,3,1,17,2,1,1,2,2,2,1,1,2,4,2,3,1,2,3,3,3,3,4,2,2,3,1,2,4,5,26241,5,,1,13,Warehouse,2,2,3
1,1,6,3,0,0,1,0,0,0,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,3,4,3,2,2,4,3,3,3,2,3,3,3,2,2,4,3,3,3,2,1,1,1,3,3,3,2,3,4,1,,2,1,1,2,4,3,4,5,5,3,2,2,3,2,3,2,4,2,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,2,5,2,2,2,5,5,36054,1,,1,11,,3,4,2
1,1,2,6,0,0,0,0,0,1,0,0,1,,1,,"1,2,3,7,8",1,1,1,0,0,0,1,1,0,0,0,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,1,3,2,2,2,3,3,3,4,3,2,2,2,2,3,,3,3,2,2,4,3,3,1,4,5,3,3,2,1,2,3,2,2,3,59,2,1,3,1,2,2,1,4,3,2,1,2,2,3,1,1,3,2,2,3,2,2,2,4,3,4,70806,3,,2,6,,2,2,2
1,1,5,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,3,3,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,,2,2,4,3,4,5,5,5,5,5,2,2,1,1,4,2,2,3,1,31,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,30518,1,,1,3,,4,4,3
1,1,3,6,0,0,0,0,0,1,0,0,2,,2,,"1,7",1,0,0,0,0,0,1,0,0,0,0,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,3,3,2,1,1,2,3,4,3,3,2,2,3,3,2,3,2,3,4,3,3,4,3,3,4,4,3,2,3,2,,4,2,3,2,5,4,3,5,5,4,4,2,3,3,4,3,3,3,2,21,2,3,3,3,2,4,1,1,1,1,4,3,2,3,2,2,3,3,2,5,5,4,3,2,3,2,28227,1,,1,13,Retail,3,2,1
1,1,5,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,2,1,1,1,3,1,3,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,3,1,,3,2,1,2,2,5,5,5,4,2,1,1,2,2,2,1,4,2,1,10,1,1,1,1,1,2,2,1,2,2,2,1,1,5,5,5,5,5,2,2,2,2,2,2,1,2,77665,1,,3,11,,2,1,6
1,1,5,6,0,0,0,0,0,1,0,0,1,,2,,"1,2,7",1,1,0,0,0,0,1,0,0,0,0,0,,1,4,11,0,0,0,0,0,0,0,0,0,0,1,0,,4,4,4,4,4,1,4,4,4,4,2,3,3,3,4,2,3,3,3,3,1,1,1,1,1,1,1,1,5,5,5,Nothing,4,5,3,4,5,3,3,3,5,5,3,3,3,3,4,3,3,3,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,32244,1,,1,12,,4,3,2
1,1,6,6,0,0,0,0,0,1,0,0,1,,1,,"3,7",0,0,1,0,0,0,1,0,0,0,0,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,4,4,3,1,4,4,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,5,3,4,4,1,5,1,,2,2,2,4,5,4,5,5,5,5,5,1,1,1,4,4,5,3,3,65,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,41076,1,,1,13,Retired,7,2,2
1,1,6,6,0,0,0,0,0,1,0,0,5,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,2,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,2,2,5,2,2,4,4,5,4,1,1,3,3,3,3,2,2,3,2,50,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,60457,4,,1,13,Retired,2,2,1
1,1,3,6,0,0,0,0,0,1,0,0,3,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,2,1,2,2,2,2,3,3,4,4,4,3,4,4,4,4,2,4,1,1,3,1,3,1,2,2,1,,3,2,2,3,2,4,5,5,5,4,4,2,2,2,3,2,3,3,2,30,2,2,2,1,1,1,1,1,2,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,19362,1,,1,13,Manufacturing,2,2,1
1,1,3,6,0,0,0,0,0,1,0,0,2,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,5,2,2,5,2,5,1,5,1,2,5,1,,4,3,2,4,3,4,5,5,5,4,5,5,5,5,5,4,5,2,3,81,5,4,4,5,5,5,4,4,5,4,5,4,5,3,4,4,2,2,2,2,3,4,4,4,3,4,21229,1,,1,10,,5,6,4
1,1,2,6,0,0,0,0,0,1,0,0,1,,6,,"1,2,4,8,10",1,1,0,1,0,0,0,1,0,1,0,0,,2,7,"1,6",1,0,0,0,0,1,0,0,0,0,0,0,,3,3,3,3,3,3,3,3,3,3,4,5,5,5,4,3,3,3,3,3,5,5,3,3,1,4,3,3,5,5,3,,2,2,4,3,3,4,5,5,5,5,3,4,5,5,5,5,5,1,2,32,4,3,3,3,3,2,4,4,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,90024,1,,1,10,,5,5,3
1,1,3,6,0,0,0,0,0,1,0,0,2,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,1,,4,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,4,3,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,15728,3,,2,13,Warehouse,2,2,3
1,1,3,6,0,0,0,0,0,1,0,0,1,,2,,"4,9",0,0,0,1,0,0,0,0,1,0,0,0,,1,4,"2,4,8",0,1,0,1,0,0,0,1,0,0,0,0,,3,3,3,2,2,3,2,2,2,2,4,5,4,5,4,4,4,4,4,4,3,3,4,2,5,5,4,1,2,2,1,,4,3,1,3,4,5,5,5,5,3,3,2,2,2,2,3,3,2,3,70,3,2,3,2,2,4,3,2,2,3,2,3,4,1,3,3,2,2,2,2,2,2,2,2,3,2,29170,1,,2,13,Automotive,2,3,4
1,1,6,6,0,0,0,0,0,1,0,0,2,,6,,"1,9",1,0,0,0,0,0,0,0,1,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,3,3,2,1,3,2,3,3,2,3,4,4,3,2,4,4,3,3,3,3,1,1,2,1,2,2,3,4,1,,2,4,4,2,5,1,4,4,5,3,3,1,2,2,3,1,3,3,1,55,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,32725,1,,1,12,,4,2,3
1,1,6,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,2,2,1,3,2,1,News,2,4,2,2,4,5,4,3,5,2,1,1,1,1,2,1,1,3,1,51,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,2,2,2,2,2,2,94595,3,,2,12,,4,3,2
1,1,6,6,0,0,0,0,0,1,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,3,3,4,4,2,4,3,4,3,1,3,4,2,3,1,1,,4,2,2,2,2,4,4,5,5,4,1,4,4,4,3,4,5,3,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,3,3,3,2,5,4,5,1,1,61111,1,,1,13,Manufacturing,3,4,1
1,1,5,6,0,0,0,0,0,1,0,0,1,,6,,7,0,0,0,0,0,0,1,0,0,0,0,0,,2,8,"2,7",0,1,0,0,0,0,1,0,0,0,0,0,,2,3,3,2,1,1,3,3,3,3,2,2,3,2,1,1,3,3,2,3,1,4,2,4,3,3,3,2,3,3,1,,2,2,2,2,4,4,3,3,5,2,2,2,3,3,3,1,2,2,2,22,2,2,1,1,1,2,2,3,3,2,3,4,3,5,5,3,1,1,2,2,3,5,5,3,4,5,92234,1,,1,13,Retired,4,4,2
1,1,6,6,0,0,0,0,0,1,0,0,2,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,2,1,2,1,,4,2,2,4,4,3,3,3,5,3,4,5,5,5,5,5,5,2,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,60174,2,,1,13,Retired,2,3,2
1,1,3,3,0,0,1,0,0,0,0,0,1,,6,,"3,9",0,0,1,0,0,0,0,0,1,0,0,0,,2,7,3,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,2,2,1,1,2,1,,2,3,3,3,4,2,2,3,5,5,3,2,2,2,2,2,2,3,3,15,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,70669,1,,1,10,,4,5,5
1,1,4,6,0,0,0,0,0,1,0,0,1,,2,,"2,4",0,1,0,1,0,0,0,0,0,0,0,0,,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,4,4,1,1,1,1,4,1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,4,1,2,3,1,,4,2,2,2,2,5,4,4,4,4,2,1,1,1,3,2,5,2,1,98,5,4,1,4,5,3,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,89119,1,,1,13,Construction,5,5,3
1,1,6,6,0,0,0,0,0,1,0,0,3,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,4,3,3,2,2,4,4,4,4,1,3,2,1,2,1,3,3,3,2,3,4,4,2,2,3,3,2,2,3,1,,2,2,2,2,2,3,3,3,4,4,4,2,2,2,3,3,4,3,2,32,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,16316,1,,1,13,Retired,2,1,2
