Q1,Q2,Q3,Q4,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5,Q5_T,Q6,Q6_T,Q7,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_T,Q8_1,Q8_2,Q9,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_T,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_T,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q21,Q22,Q22_T,Q23,Q24,Q24_T,Q25,Q26,Q27
1,2,5,4,0,0,0,1,0,0,0,0,1,,2,,"1,2,4",1,1,0,1,0,0,0,0,0,0,0,0,,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,Latex,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,2,1,4,2,4,2,2,2,1,,4,2,1,1,1,5,5,5,5,5,3,1,1,1,1,1,2,3,1,49,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,3,3,3,3,3,3,3,5,5,19007,2,,2,12,,3,3,3
1,2,1,4,0,0,0,1,0,0,0,0,2,,6,,"1,2,3,9,10",1,1,1,0,0,0,0,0,1,1,0,0,,1,5,"1,5,7,8",1,0,0,0,1,0,1,1,0,0,0,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,48,3,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,61822,2,,2,2,,2,2,4
1,3,4,3,0,0,1,0,0,0,0,0,3,,6,,"2,4,10",0,1,0,1,0,0,0,0,0,1,0,0,,1,1,"2,9",0,1,0,0,0,0,0,0,1,0,0,0,,4,3,1,3,2,1,2,2,3,3,2,2,2,2,2,3,2,2,1,1,2,3,4,3,3,2,2,2,1,2,2,,3,3,3,3,3,2,3,3,2,2,2,3,2,2,2,2,3,2,2,55,2,3,3,2,3,3,2,2,2,2,3,3,3,3,3,2,4,4,1,4,2,2,3,2,2,3,75001,2,,2,4,,4,4,2
1,1,2,"1,6",1,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,2,2,2,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,2,2,3,2,2,2,2,2,3,1,1,,4,2,1,2,2,3,4,4,5,3,2,2,3,3,4,4,2,2,2,32,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,2,2,2,1,2,76123,1,,2,7,,2,3,5
1,2,5,3,0,0,1,0,0,0,0,0,3,,1,,12,0,0,0,0,0,0,0,0,0,0,0,1,Lime buildup,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,5,5,2,2,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,3,1,1,1,3,1,1,2,2,1,1,,2,5,2,2,2,5,5,5,5,5,5,4,3,3,2,5,5,3,3,64,2,1,1,2,2,1,2,1,3,3,3,1,1,3,5,5,2,2,2,3,5,2,2,2,5,5,48726,5,,1,5,,7,2,1
1,2,4,3,0,0,1,0,0,0,0,0,3,,6,,"4,8",0,0,0,1,0,0,0,1,0,0,0,0,,1,4,"1,9",1,0,0,0,0,0,0,0,1,0,0,0,,2,4,3,3,3,4,3,2,1,2,2,1,4,1,4,3,1,1,4,4,1,4,4,4,2,3,3,3,3,3,3,,1,3,3,3,3,4,4,4,4,2,2,1,4,3,1,2,3,2,2,73,5,3,4,1,4,1,4,2,1,2,5,1,4,5,2,5,2,2,4,5,4,2,2,5,2,1,79412,1,,2,5,,5,3,3
1,2,3,4,0,0,0,1,0,0,0,0,1,,2,,"1,4",1,0,0,1,0,0,0,0,0,0,0,0,,1,6,"2,3",0,1,1,0,0,0,0,0,0,0,0,0,,1,2,4,2,1,2,2,5,5,4,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,1,1,1,1,1,,4,4,1,3,3,1,5,5,5,5,1,1,1,1,1,1,1,2,2,53,5,5,3,5,5,5,5,5,3,5,3,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,48328,4,,2,13,Security ,4,2,1
1,2,2,4,0,0,0,1,0,0,0,0,2,,6,,8,0,0,0,0,0,0,0,1,0,0,0,0,,2,7,9,0,0,0,0,0,0,0,0,1,0,0,0,,3,3,2,1,1,1,3,2,2,1,3,1,2,2,3,3,3,2,3,3,2,2,2,3,4,3,2,4,3,2,1,,3,1,3,4,3,3,3,3,3,2,4,3,1,4,4,3,1,1,2,71,3,3,1,2,2,2,2,1,3,4,2,2,3,2,2,3,3,3,2,4,3,3,2,2,3,2,62206,3,,2,5,,4,3,2
1,2,2,4,0,0,0,1,0,0,0,0,3,,6,,"1,2,5,7,8",1,1,0,0,1,0,1,1,0,0,0,0,,1,4,"1,2,3,4,5,6,7,8,9,10",1,1,1,1,1,1,1,1,1,1,0,0,,5,5,5,5,5,5,5,5,3,5,5,3,4,3,3,3,3,3,3,3,2,3,3,3,4,4,4,2,3,3,4,,2,3,3,3,3,5,4,4,4,5,5,4,4,4,4,3,3,3,3,41,4,4,4,4,4,4,4,3,2,3,3,3,3,3,4,1,4,4,3,4,3,3,3,3,1,1,75182,1,,2,7,,2,2,5
1,2,4,1,1,0,0,0,0,0,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,2,5,1,2,4,2,2,3,3,3,3,3,3,3,3,3,5,2,1,46,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,74136,1,,3,6,,3,2,2
1,2,6,6,0,0,0,0,0,1,0,0,1,,6,,"1,9",1,0,0,0,0,0,0,0,1,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,3,1,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5,4,5,4,4,1,1,5,5,5,5,1,,3,3,3,3,4,4,5,5,5,2,2,4,4,4,5,3,3,3,3,70,3,3,3,1,1,3,3,1,1,1,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,33410,1,,1,2,,5,5,1
1,2,5,4,0,0,0,1,0,0,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,2,3,3,1,1,,4,3,1,3,1,4,5,5,5,5,4,4,4,3,4,4,4,2,1,46,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,43232,4,,1,12,,2,1,2
1,2,4,"1,3,6",1,0,1,0,0,1,0,0,1,,2,,"1,4,7",1,0,0,1,0,0,1,0,0,0,0,0,,1,6,5,0,0,0,0,1,0,0,0,0,0,0,0,,2,2,2,2,3,1,3,3,2,3,5,5,5,5,5,5,5,5,5,5,2,4,1,3,3,1,3,4,2,3,1,,4,2,2,3,5,3,3,3,5,3,2,2,2,1,1,1,3,3,2,70,2,2,2,1,1,2,2,3,1,1,2,1,1,4,5,5,2,5,5,2,3,2,3,3,5,5,90606,1,,1,13,Retail,2,4,3
1,1,4,4,0,0,0,1,0,0,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,2,1,3,3,3,2,4,4,4,4,4,4,4,4,4,4,2,3,1,1,2,2,3,1,1,3,1,,4,3,1,2,4,3,4,4,4,3,2,2,3,3,3,2,3,3,2,33,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,3,5,3,3,5,5,5,5,36303,1,,2,7,,3,3,2
1,1,3,"4,6",0,0,0,1,0,1,0,0,2,,6,,"1,2,9",1,1,0,0,0,0,0,0,1,0,0,0,,1,6,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,3,3,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,2,2,2,1,,2,2,2,4,3,3,5,5,5,3,5,1,2,2,2,1,5,3,1,64,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,3,3,3,3,3,3,3,3,5,5,33322,1,,2,13,Nonprofit ,5,3,2
1,1,3,6,0,0,0,0,0,1,0,0,3,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,1,1,1,1,2,2,3,3,3,3,3,3,2,2,3,3,2,2,2,1,4,2,5,4,3,5,1,,3,4,4,4,4,1,2,2,5,1,1,1,1,1,1,2,1,3,1,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,08014,1,,3,13,Self employed,2,1,4
1,2,1,4,0,0,0,1,0,0,0,0,5,,6,,5,0,0,0,0,1,0,0,0,0,0,0,0,,3,9,3,0,0,1,0,0,0,0,0,0,0,0,0,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,4,2,5,5,1,2,3,3,1,,4,3,3,2,2,5,5,5,5,5,1,5,5,5,5,5,5,2,1,68,5,4,5,5,5,5,5,5,5,5,4,5,5,1,3,5,1,2,1,1,1,2,1,1,1,2,31605,1,,3,12,,2,2,3
1,2,2,6,0,0,0,0,0,1,0,0,5,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,2,1,2,1,2,2,1,1,3,5,4,4,4,3,5,5,2,3,1,1,1,1,2,2,2,3,1,2,1,,2,4,4,4,4,3,4,3,5,3,3,2,2,2,4,3,4,3,2,73,3,5,3,2,3,2,2,3,3,2,4,2,2,2,1,1,2,2,5,5,5,5,2,2,1,2,35749,1,,1,12,,2,2,4
1,1,3,4,0,0,0,1,0,0,0,0,1,,2,,"1,3,7",1,0,1,0,0,0,1,0,0,0,0,0,,1,5,"1,4,10",1,0,0,1,0,0,0,0,0,1,0,0,,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,2,51,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,2,3,3,3,87108,1,,2,3,,2,5,2
1,2,1,3,0,0,1,0,0,0,0,0,5,,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,7,8,0,0,0,0,0,0,0,1,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,,4,2,2,3,2,5,5,5,4,4,3,1,1,1,2,2,2,3,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,18104,1,,2,6,,2,2,4
1,2,2,"4,6,7",0,0,0,1,0,1,1,0,5,,6,,"2,5,9,10",0,1,0,0,1,0,0,0,1,1,0,0,,1,5,"4,9",0,0,0,1,0,0,0,0,1,0,0,0,,3,3,3,4,4,4,4,3,3,4,1,1,2,4,4,3,3,4,4,4,2,3,3,3,3,3,3,3,3,2,2,,1,3,1,1,3,1,2,1,3,2,3,3,2,1,1,1,4,1,2,76,2,2,2,2,2,3,3,3,3,2,2,4,4,3,4,4,4,1,4,3,4,2,4,3,4,4,76522,3,,1,3,,6,4,5
1,2,1,7,0,0,0,0,0,0,1,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,2,0,1,0,0,0,0,0,0,0,0,0,0,,4,3,5,4,3,4,3,3,4,3,4,4,3,4,4,4,5,5,4,4,3,4,3,3,5,5,3,4,3,4,5,,5,4,3,4,4,2,2,3,4,3,5,4,5,4,4,5,5,2,3,70,3,4,3,4,3,4,3,3,4,5,4,5,5,3,4,3,3,3,4,4,4,4,3,4,4,4,90001,1,,2,5,,1,2,2
1,1,6,6,0,0,0,0,0,1,0,0,4,,2,,"7,8,9,10,12",0,0,0,0,0,0,1,1,1,1,0,1,,3,10,"7,8",0,0,0,0,0,0,1,1,0,0,0,0,,4,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,4,4,3,3,2,3,3,3,2,2,1,,3,3,3,1,1,3,4,3,2,1,2,1,1,1,1,1,1,1,2,90,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,2,3,92553,3,,2,2,,4,4,1
1,2,4,1,1,0,0,0,0,0,0,0,1,,2,,"1,2,9",1,1,0,0,0,0,0,0,1,0,0,0,,1,3,12,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1,1,1,5,3,3,5,5,5,5,5,5,5,3,1,3,1,5,3,5,1,5,5,1,,4,2,2,2,3,5,5,5,5,1,1,1,1,1,1,1,5,3,1,74,1,1,2,2,2,1,1,1,1,5,5,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,74868,1,,1,13,Disabled,7,1,2
1,2,2,4,0,0,0,1,0,0,0,0,2,,2,,"7,8,9,10",0,0,0,0,0,0,1,1,1,1,0,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,3,3,1,1,1,1,1,1,1,4,5,5,5,2,5,5,5,5,4,4,4,4,5,1,5,3,1,3,1,,1,3,5,2,2,5,5,5,5,5,5,1,1,1,1,1,1,3,2,77,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,1,1,1,1,1,1,1,1,5,5,77057,4,,2,8,,4,3,2
1,2,1,3,0,0,1,0,0,0,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,3,2,3,2,3,2,4,3,3,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,3,2,1,2,1,,4,3,3,3,3,4,4,5,5,4,3,3,3,3,2,2,4,2,2,30,2,4,3,4,3,3,4,3,4,3,2,3,3,3,3,3,4,4,3,5,3,3,3,3,3,5,75043,6,,3,2,,7,3,1
1,2,2,"3,5",0,0,1,0,1,0,0,0,3,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,6,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,1,3,3,1,4,2,4,3,3,4,3,2,2,2,2,3,2,5,1,1,1,1,5,5,1,3,1,1,3,News,4,2,3,1,3,1,4,2,5,3,4,3,2,1,4,2,4,2,3,56,2,4,3,2,2,3,2,4,4,4,4,1,2,1,2,3,3,3,3,3,5,3,3,2,4,3,73701,1,,2,6,,4,4,5
1,2,7,3,0,0,1,0,0,0,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,2,2,1,1,,4,1,1,2,2,3,3,3,3,2,2,3,3,3,3,2,2,2,1,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91331,1,,2,2,,2,3,3
1,2,2,4,0,0,0,1,0,0,0,0,5,,6,,"1,2,9",1,1,0,0,0,0,0,0,1,0,0,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,4,3,2,3,3,3,2,2,1,2,3,4,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,2,1,80,3,3,4,5,4,4,3,2,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,48504,1,,2,6,,2,1,3
1,2,1,4,0,0,0,1,0,0,0,0,2,,2,,"1,4,6",1,0,0,1,0,1,0,0,0,0,0,0,,2,7,"1,4",1,0,0,1,0,0,0,0,0,0,0,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,,2,3,2,2,2,4,4,4,4,3,1,2,2,1,1,2,4,2,2,27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,53225,1,,2,8,,2,3,2
1,2,5,4,0,0,0,1,0,0,0,0,2,,6,,"5,9",0,0,0,0,1,0,0,0,1,0,0,0,,3,10,10,0,0,0,0,0,0,0,0,0,1,0,0,,2,3,3,4,4,3,3,2,2,4,4,4,4,3,4,2,3,4,3,3,3,3,3,3,3,4,2,4,4,3,4,,3,3,3,4,3,4,4,3,2,2,2,3,3,4,5,3,3,1,2,68,3,3,3,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,3,2,3,3,4,3,4,3,77090,4,,2,12,,2,1,1
1,1,3,4,0,0,0,1,0,0,0,0,1,,2,,"1,4",1,0,0,1,0,0,0,0,0,0,0,0,,2,8,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,5,5,5,2,1,5,5,5,5,3,5,5,5,1,3,5,5,5,4,4,5,5,4,2,1,3,3,4,5,1,,4,2,2,4,4,5,5,5,4,3,2,4,4,4,3,2,3,3,1,49,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,1,4,2,2,2,2,22911,1,,1,1,,4,5,4
1,2,1,4,0,0,0,1,0,0,0,0,3,,2,,"4,10",0,0,0,1,0,0,0,0,0,1,0,0,,2,7,10,0,0,0,0,0,0,0,0,0,1,0,0,,1,2,3,4,5,4,3,2,1,2,1,2,3,4,5,4,3,2,1,2,1,2,3,4,5,4,3,2,1,2,3,,1,2,3,4,5,1,2,3,4,5,4,1,2,3,4,5,4,1,2,69,1,2,3,4,5,4,3,2,1,2,3,4,5,1,2,3,4,5,4,3,2,1,2,3,4,5,23666,3,,2,5,,5,6,3
1,1,6,"1,6",1,0,0,0,0,1,0,0,3,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,1,1,3,3,3,3,3,5,5,5,5,5,5,5,5,5,2,2,1,1,1,3,3,3,2,3,1,,4,3,3,2,5,5,5,5,5,4,2,1,1,1,2,1,2,3,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,27807,5,,2,13,Disabled,7,1,1
1,2,2,2,0,1,0,0,0,0,0,0,2,,6,,"7,9",0,0,0,0,0,0,1,0,1,0,0,0,,2,8,7,0,0,0,0,0,0,1,0,0,0,0,0,,3,4,5,4,4,2,2,2,2,1,2,4,3,3,2,3,2,3,3,3,3,4,4,4,4,3,5,5,3,3,3,,3,4,3,3,2,3,4,4,3,2,2,2,3,4,4,3,4,1,2,77,2,4,4,4,3,4,5,4,4,4,2,3,4,2,3,5,5,3,4,3,5,4,4,2,2,1,29706,4,,2,3,,4,5,2
1,1,2,3,0,0,1,0,0,0,0,0,5,,6,,"4,9,10",0,0,0,1,0,0,0,0,1,1,0,0,,2,8,"8,10",0,0,0,0,0,0,0,1,0,1,0,0,,2,3,3,3,3,2,2,1,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,1,2,2,2,2,,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,2,1,3,70,3,2,1,2,2,2,2,3,2,1,3,3,3,3,2,2,2,1,1,1,1,1,3,2,2,4,83607,3,,2,7,,4,4,1
1,2,1,4,0,0,0,1,0,0,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,6,9,0,0,0,0,0,0,0,0,1,0,0,0,,1,2,2,1,1,2,3,3,3,1,5,5,4,3,3,3,4,3,4,5,2,4,2,1,5,4,5,5,1,1,1,,4,2,1,1,1,5,5,5,4,3,3,3,3,4,5,3,2,2,2,41,3,4,2,1,1,3,3,4,3,3,1,1,3,2,5,5,1,1,5,1,5,3,2,4,3,3,90213,1,,1,8,,2,2,1
1,1,1,4,0,0,0,1,0,0,0,0,4,,2,,"1,10",1,0,0,0,0,0,0,0,0,1,0,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,2,1,1,2,5,3,4,5,3,4,5,5,3,4,5,4,4,4,3,4,5,4,2,1,2,1,1,3,2,,4,2,3,2,3,2,2,3,5,4,3,2,2,3,4,4,3,2,2,45,3,4,4,2,3,3,2,3,1,1,3,3,5,3,3,3,3,4,3,2,1,1,2,3,2,3,75044,4,,2,5,,3,2,2
1,2,1,3,0,0,1,0,0,0,0,0,5,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,1,1,3,98632,8,,3,14,,2,2,1
1,1,2,4,0,0,0,1,0,0,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,1,3,3,4,4,4,4,4,5,4,3,5,5,5,4,2,1,50,1,1,2,4,4,5,5,4,5,5,5,5,5,5,5,5,2,3,3,2,4,3,4,3,3,5,40212,1,,2,13,Shipping ,3,2,3
1,2,2,"1,2,4",1,1,0,1,0,0,0,0,2,,1,,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,9,0,0,0,0,0,0,0,0,1,0,0,0,,1,3,2,2,3,3,2,3,2,3,4,3,4,2,1,3,2,2,2,3,3,2,1,3,2,2,3,3,2,3,4,,3,3,2,1,1,3,2,1,3,1,1,2,3,3,3,3,1,1,2,69,2,4,4,1,3,2,4,3,3,3,5,2,2,3,2,2,2,3,2,3,4,3,3,2,2,3,27704,3,,1,3,,3,3,1
1,1,6,2,0,1,0,0,0,0,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,3,5,1,,2,2,2,2,2,5,5,5,5,5,5,3,3,3,4,3,4,2,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,94526,1,,1,12,,4,5,2
1,2,1,4,0,0,0,1,0,0,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,3,3,3,3,3,4,4,3,4,2,2,2,2,2,2,2,2,2,2,3,3,1,1,5,5,5,5,3,4,1,,4,4,4,3,4,5,5,5,5,3,1,1,1,1,4,3,3,2,1,54,3,3,2,2,2,3,4,4,4,3,2,3,2,2,2,2,2,2,2,3,2,2,2,1,2,4,46254,4,,2,13,Warehouse,2,3,2
1,2,5,3,0,0,1,0,0,0,0,0,1,,1,,9,0,0,0,0,0,0,0,0,1,0,0,0,,2,8,"2,8",0,1,0,0,0,0,0,0,1,0,0,0,,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,2,3,2,1,3,4,3,4,5,3,4,4,,4,3,3,3,4,3,3,2,3,3,3,2,2,2,3,2,3,2,3,85,3,1,2,3,3,2,3,3,2,3,4,2,3,3,2,4,2,3,3,3,3,4,2,3,3,2,76522,1,,1,14,,5,4,2
1,1,2,6,0,0,0,0,0,1,0,0,5,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,4,4,4,3,1,4,3,2,4,1,2,2,3,1,1,1,1,1,1,3,2,4,2,3,1,3,2,4,3,1,,3,2,4,1,2,3,2,3,4,2,3,1,3,3,2,4,4,1,2,66,3,3,2,4,3,1,3,2,3,2,2,3,4,3,2,4,5,5,2,3,4,2,4,5,5,5,91701,1,,1,11,,1,3,4
1,2,5,4,0,0,0,1,0,0,0,0,1,,1,,7,0,0,0,0,0,0,1,0,0,0,0,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,,4,3,3,3,3,5,5,5,5,5,2,3,3,3,3,2,2,3,2,72,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,10456,4,,2,13,Disabled,3,2,1
1,2,1,4,0,0,0,1,0,0,0,0,3,,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,5,3,2,2,1,2,4,4,1,5,4,5,5,5,3,5,5,4,4,4,4,2,2,5,5,4,1,2,1,1,,4,5,3,3,3,5,5,5,5,2,4,3,3,4,4,2,4,2,1,61,3,5,4,2,3,4,3,2,2,2,2,3,3,3,3,2,2,2,4,3,4,4,2,2,2,3,33157,3,,2,8,,2,2,3
1,2,2,4,0,0,0,1,0,0,0,0,1,,6,,"1,9",1,0,0,0,0,0,0,0,1,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5,5,5,1,,4,4,1,1,1,5,5,5,5,5,5,3,3,3,3,3,3,2,1,50,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,76543,1,,3,12,,2,1,5
1,1,1,3,0,0,1,0,0,0,0,0,1,,2,,12,0,0,0,0,0,0,0,0,0,0,0,1,,1,6,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,3,2,1,4,1,1,2,2,2,3,3,,3,1,2,1,1,1,2,2,3,2,2,3,2,1,4,2,2,1,3,72,1,2,3,3,3,2,1,2,2,2,2,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,77076,1,,1,5,,2,4,1
